Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09931863844394684,0.09975043464695439,0.09931863844394684,0.09931863844394684,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09456891343709922,0.09456891343709922,0.09413711726665497,0.09413711726665497,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08765945535624413,0.08765945535624413,0.08722766488790512,0.08722766488790512,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08938665688037872,0.08981845324998702,0.08938665688037872,0.08938665688037872,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09197818487882614,0.09240997543015793,0.09197818487882614,0.09197818487882614,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09759152680635452,0.09802332328210582,0.09759152680635452,0.09759152680635452,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10234122723340988,0.10277379611789193,0.10234122723340988,0.10234122723340988,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10665995627641678,0.10709175270587672,0.10665995627641678,0.10665995627641678,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11227329075336456,0.11270508724238495,0.11227329075336456,0.11227329075336456,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12263707071542741,0.12306886706657706,0.12263707071542741,0.1226370707154274,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12436418235301971,0.12479597848808363,0.12436418235301971,0.12436418235301971,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12177343784606025,0.12177343784606025,0.12134165316820145,0.12134165316820145,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.1183191742083868,0.1183191742083868,0.11788737773895264,0.11788737773895264,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11918267607688904,0.12004626843941771,0.11918267607688904,0.11918267607688904,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11702372254886002,0.11702372254886002,0.1165919378399849,0.1165919378399849,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.1118414754716798,0.1118414754716798,0.11140967905521394,0.11140967905521393,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10709175270587672,0.10709175270587672,0.10665995627641678,0.10665995627641678,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10493276400929842,0.10493276400929842,0.10450097918510437,0.10450097918510437,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.11011426895856857,0.1105460652480686,0.11011426895856857,0.11011426895856857,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.1101142530852264,0.1101142530852264,0.10925067216157913,0.10925067216157913,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10579632003335994,0.10579632003335994,0.10536452382802963,0.10536452382802963,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10579635947942734,0.10622815584575249,0.10579635947942734,0.10579635947942734,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10795534402132034,0.10881892533702488,0.10795534402132034,0.10795534402132034,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10752354363168912,0.10752354363168912,0.1070917472243309,0.1070917472243309,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11356857419013977,0.11400037031986639,0.11356857419013977,0.11356857419013977,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.1105460652480686,0.1105460652480686,0.11011426895856857,0.11011426895856857,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11227329075336456,0.11313687220053535,0.11227329075336456,0.11227329075336456,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11356857419013977,0.114432166449593,0.11356857419013977,0.11356857419013977,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11356863174484369,0.11400042809339755,0.11313683539628983,0.11313683539628983,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.1118414754716798,0.1118414754716798,0.11140967905521394,0.11140967905521393,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11140965593045826,0.11140965593045826,0.11054607480764389,0.11054607480764389,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10752354363168912,0.10752354363168912,0.1070917472243309,0.1070917472243309,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10363736535552708,0.10363736535552708,0.10320556908845901,0.10320556908845901,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09845511975785712,0.09845511975785712,0.09759152680635452,0.09759152680635452,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09240997543015793,0.09240997543015793,0.09197818487882614,0.09197818487882614,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09543251246213913,0.09586430292348154,0.09543251246213913,0.09543251246213913,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.0988868847489357,0.09931866955634105,0.0988868847489357,0.0988868847489357,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.0988868847489357,0.09975046589461237,0.0988868847489357,0.0988868847489357,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09931863844394684,0.09975043464695439,0.09931863844394684,0.09931863844394684,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.0950007038421127,0.0950007038421127,0.09413711726665497,0.09413711726665497,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09413711726665497,0.09456891343709922,0.09413711726665497,0.09413711726665497,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09154637110022686,0.09154637110022686,0.0911145806312561,0.0911145806312561,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.09068280768955322,0.09068280768955322,0.09025023877620697,0.09025023877620697,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.08895486353320955,0.08895486353320955,0.08809127658605576,0.08809127658605576,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.09025023877620697,0.09068280768955322,0.09025023877620697,0.09025023877620697,12275200,0.0,0.0
1981-02-18 00:00:00-05:00,0.09413711726665497,0.0950007038421127,0.09413711726665497,0.09413711726665497,19241600,0.0,0.0
1981-02-19 00:00:00-05:00,0.08895483394431336,0.08895483394431336,0.08852303773164749,0.08852303773164749,22310400,0.0,0.0
1981-02-20 00:00:00-05:00,0.08420513363745558,0.08420513363745558,0.08377333730459213,0.08377333730459213,24371200,0.0,0.0
1981-02-23 00:00:00-05:00,0.0850687175989151,0.08550051394612594,0.0850687175989151,0.0850687175989151,14112000,0.0,0.0
1981-02-24 00:00:00-05:00,0.08290978310558762,0.08290978310558762,0.08204619586467743,0.08204619586467743,16979200,0.0,0.0
1981-02-25 00:00:00-05:00,0.08722766488790512,0.08765945535624413,0.08722766488790512,0.08722766488790512,19488000,0.0,0.0
1981-02-26 00:00:00-05:00,0.08852303773164749,0.08895483394431336,0.08852303773164749,0.08852303773164749,10841600,0.0,0.0
1981-02-27 00:00:00-05:00,0.09154636412858963,0.09240995076619701,0.09154636412858963,0.09154636412858963,14761600,0.0,0.0
1981-03-02 00:00:00-05:00,0.09197818487882614,0.09240997543015793,0.09197818487882614,0.09197818487882614,11760000,0.0,0.0
1981-03-03 00:00:00-05:00,0.0911145934289739,0.0911145934289739,0.09068279713392258,0.09068279713392258,16172800,0.0,0.0
1981-03-04 00:00:00-05:00,0.09025021594720874,0.09025021594720874,0.08981842547655106,0.08981842547655106,13708800,0.0,0.0
1981-03-05 00:00:00-05:00,0.08981845324998702,0.08981845324998702,0.08938665688037872,0.08938665688037872,5376000,0.0,0.0
1981-03-06 00:00:00-05:00,0.0893866243915479,0.0893866243915479,0.08852303773164749,0.08852303773164749,11603200,0.0,0.0
1981-03-09 00:00:00-05:00,0.08204618067339128,0.08204618067339128,0.08161439001560211,0.08161439001560211,15321600,0.0,0.0
1981-03-10 00:00:00-05:00,0.07815922747892375,0.07815922747892375,0.07772743701934814,0.07772743701934814,28380800,0.0,0.0
1981-03-11 00:00:00-05:00,0.07556849483231784,0.07556849483231784,0.07470490783452988,0.07470490783452988,29859200,0.0,0.0
1981-03-12 00:00:00-05:00,0.07772743701934814,0.07815922747892375,0.07772743701934814,0.07772743701934814,59248000,0.0,0.0
1981-03-13 00:00:00-05:00,0.07729563062512684,0.07729563062512684,0.0768638402223587,0.0768638402223587,231302400,0.0,0.0
1981-03-16 00:00:00-05:00,0.07988720387220383,0.0807507908236967,0.07988720387220383,0.07988720387220383,37228800,0.0,0.0
1981-03-17 00:00:00-05:00,0.08377333730459213,0.08463692420488611,0.08377333730459213,0.08377333730459213,43747200,0.0,0.0
1981-03-18 00:00:00-05:00,0.0889548733830452,0.08981846042582264,0.0889548733830452,0.0889548733830452,36937600,0.0,0.0
1981-03-19 00:00:00-05:00,0.08852306717691603,0.08852306717691603,0.08809127658605576,0.08809127658605576,37811200,0.0,0.0
1981-03-20 00:00:00-05:00,0.0889548733830452,0.08981846042582264,0.0889548733830452,0.0889548733830452,14604800,0.0,0.0
1981-03-23 00:00:00-05:00,0.09240996837615967,0.09327355517833515,0.09240996837615967,0.09240996837615967,22019200,0.0,0.0
1981-03-24 00:00:00-05:00,0.09240997543015793,0.09240997543015793,0.09197818487882614,0.09197818487882614,28156800,0.0,0.0
1981-03-25 00:00:00-05:00,0.09111460403486639,0.09111460403486639,0.09025023877620697,0.09025023877620697,7056000,0.0,0.0
1981-03-26 00:00:00-05:00,0.08895483394431336,0.08895483394431336,0.08852303773164749,0.08852303773164749,12275200,0.0,0.0
1981-03-27 00:00:00-05:00,0.08593229910133969,0.08593229910133969,0.08550050854682922,0.08550050854682922,12252800,0.0,0.0
1981-03-30 00:00:00-05:00,0.08550050854682922,0.08636409542128291,0.08550050854682922,0.08550050854682922,9900800,0.0,0.0
1981-03-31 00:00:00-05:00,0.08550053615605993,0.08550053615605993,0.08463694900274277,0.08463694900274277,15993600,0.0,0.0
1981-04-01 00:00:00-05:00,0.08420513363745558,0.08420513363745558,0.08377333730459213,0.08377333730459213,34070400,0.0,0.0
1981-04-02 00:00:00-05:00,0.0911145806312561,0.09154637110022686,0.0911145806312561,0.0911145806312561,31404800,0.0,0.0
1981-04-03 00:00:00-05:00,0.09154636412858963,0.0919781603301089,0.09154636412858963,0.09154636412858963,16486400,0.0,0.0
