Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_50,SMA_200,RSI_14,MACD_line,MACD_signal,MACD_diff
2010-06-29 00:00:00-04:00,1.2666670083999634,1.6666669845581057,1.1693329811096191,1.5926669836044312,281494500,0.0,0.0,,,,,,
2010-06-30 00:00:00-04:00,1.7193330526351929,2.0280001163482666,1.553333044052124,1.5886670351028442,257806500,0.0,0.0,,,,,,
2010-07-01 00:00:00-04:00,1.6666669845581057,1.7280000448226929,1.3513330221176147,1.4639999866485596,123282000,0.0,0.0,,,,,,
2010-07-02 00:00:00-04:00,1.5333329439163208,1.5399999618530271,1.24733304977417,1.2799999713897705,77097000,0.0,0.0,,,,,,
2010-07-06 00:00:00-04:00,1.3333330154418943,1.3333330154418943,1.0553330183029177,1.0740000009536743,103003500,0.0,0.0,,,,,,
2010-07-07 00:00:00-04:00,1.0933330059051514,1.108667016029358,0.9986670017242432,1.053333044052124,103825500,0.0,0.0,,,,,,
2010-07-08 00:00:00-04:00,1.0759999752044678,1.1679999828338623,1.037999987602234,1.1640000343322754,115671000,0.0,0.0,,,,,,
2010-07-09 00:00:00-04:00,1.1720000505447388,1.1933330297470093,1.1033329963684082,1.159999966621399,60759000,0.0,0.0,,,,,,
2010-07-12 00:00:00-04:00,1.196666955947876,1.2046669721603394,1.1333329677581787,1.136667013168335,33037500,0.0,0.0,,,,,,
2010-07-13 00:00:00-04:00,1.1593329906463623,1.2426669597625732,1.126667022705078,1.2093329429626465,40201500,0.0,0.0,,,,,,
2010-07-14 00:00:00-04:00,1.1959999799728394,1.3433330059051514,1.184000015258789,1.3226670026779177,62928000,0.0,0.0,,,,,,
2010-07-15 00:00:00-04:00,1.329332947731018,1.4333330392837524,1.2666670083999634,1.3259999752044678,56097000,0.0,0.0,,,,,,
2010-07-16 00:00:00-04:00,1.3799999952316284,1.4199999570846558,1.3366669416427612,1.3760000467300415,39319500,0.0,0.0,,,,,,
2010-07-19 00:00:00-04:00,1.4246670007705688,1.4833329916000366,1.3946670293807983,1.4606670141220093,37297500,0.0,0.0,,,55.142312669952624,,,
2010-07-20 00:00:00-04:00,1.4566669464111328,1.4566669464111328,1.3366669416427612,1.3533329963684082,27379500,0.0,0.0,,,46.53517516996844,,,
2010-07-21 00:00:00-04:00,1.3773330450057983,1.3933329582214355,1.2999999523162842,1.3480000495910645,18787500,0.0,0.0,,,46.14973451731813,,,
2010-07-22 00:00:00-04:00,1.3666670322418213,1.4166669845581057,1.3580000400543213,1.399999976158142,14367000,0.0,0.0,,,50.458615227599175,,,
2010-07-23 00:00:00-04:00,1.4126670360565186,1.4373329877853394,1.4040000438690186,1.4193329811096191,9804000,0.0,0.0,,,51.996524170386735,,,
2010-07-26 00:00:00-04:00,1.4333330392837524,1.4333330392837524,1.3533329963684082,1.3966670036315918,13833000,0.0,0.0,,,50.035423732332355,,,
2010-07-27 00:00:00-04:00,1.3940000534057615,1.4119999408721924,1.3506669998168943,1.3700000047683716,9295500,0.0,0.0,,,47.753429897782475,,,
2010-07-28 00:00:00-04:00,1.3700000047683716,1.3933329582214355,1.3673330545425415,1.3813329935073853,7008000,0.0,0.0,,,48.821691963690995,,,
2010-07-29 00:00:00-04:00,1.3846670389175415,1.3919999599456787,1.3333330154418943,1.3566670417785645,9240000,0.0,0.0,,,46.58893767159744,,,
2010-07-30 00:00:00-04:00,1.3466670513153076,1.3626669645309448,1.303333044052124,1.329332947731018,6403500,0.0,0.0,,,44.177791190590575,,,
2010-08-02 00:00:00-04:00,1.3666670322418213,1.3980000019073486,1.3553329706192017,1.3946670293807983,10771500,0.0,0.0,,,50.740065862540085,,,
2010-08-03 00:00:00-04:00,1.399999976158142,1.463333010673523,1.3880000114440918,1.463333010673523,18457500,0.0,0.0,,,56.52470707709386,,,
2010-08-04 00:00:00-04:00,1.463333010673523,1.4786670207977295,1.3899999856948853,1.4173330068588257,13695000,0.0,0.0,,,52.10997468486941,-0.006340564601335252,,
2010-08-05 00:00:00-04:00,1.4359999895095823,1.4366669654846191,1.3366669416427612,1.363332986831665,11943000,0.0,0.0,,,47.42709182480481,-0.007696853543434745,,
2010-08-06 00:00:00-04:00,1.340000033378601,1.343999981880188,1.301332950592041,1.305999994277954,11128500,0.0,0.0,,,43.00796284648219,-0.013245331709838215,,
2010-08-09 00:00:00-04:00,1.3266669511795044,1.3320000171661377,1.296666979789734,1.3066669702529907,12190500,0.0,0.0,,,43.07441483005252,-0.017388279976563448,,
2010-08-10 00:00:00-04:00,1.309999942779541,1.309999942779541,1.254667043685913,1.2686669826507568,19219500,0.0,0.0,,,40.198589339964315,-0.023467360621309163,,
2010-08-11 00:00:00-04:00,1.246000051498413,1.2586669921875,1.190000057220459,1.1933330297470093,11964000,0.0,0.0,,,35.18354554813615,-0.03397228488377291,,
2010-08-12 00:00:00-04:00,1.1866669654846191,1.1933330297470093,1.1593329906463623,1.1733330488204956,10365000,0.0,0.0,,,33.97181467943335,-0.04341093017888631,,
2010-08-13 00:00:00-04:00,1.212000012397766,1.2300000190734863,1.1773329973220823,1.2213330268859863,9510000,0.0,0.0,,,39.368887147976054,-0.04648211066209673,,
2010-08-16 00:00:00-04:00,1.2300000190734863,1.2533329725265503,1.21733295917511,1.2519999742507937,7287000,0.0,0.0,,,42.597203815552014,-0.045912229363008095,-0.030797985614155348,-0.015114243748852747
2010-08-17 00:00:00-04:00,1.2640000581741333,1.2933330535888672,1.2519999742507937,1.2766669988632202,6718500,0.0,0.0,,,45.12802846715042,-0.04297478502155694,-0.03323334549563567,-0.00974143952592127
2010-08-18 00:00:00-04:00,1.305999994277954,1.305999994277954,1.2400000095367432,1.2513329982757568,9019500,0.0,0.0,,,43.02972051857174,-0.042204573290684166,-0.03502759105464537,-0.007176982236038798
2010-08-19 00:00:00-04:00,1.2359999418258667,1.2833329439163208,1.222000002861023,1.25266695022583,8686500,0.0,0.0,,,43.17953326138181,-0.04101375513183858,-0.036224823870084015,-0.004788931261754566
2010-08-20 00:00:00-04:00,1.2433329820632937,1.27400004863739,1.2339999675750732,1.273332953453064,4440000,0.0,0.0,,,45.56766541900765,-0.03796481466297141,-0.036572822028661495,-0.0013919926343099187
2010-08-23 00:00:00-04:00,1.2726670503616333,1.359333038330078,1.2666670083999634,1.3420000076293943,16321500,0.0,0.0,,,52.683741215211654,-0.029665682456339937,-0.03519139411419719,0.0055257116578572504
2010-08-24 00:00:00-04:00,1.2833329439163208,1.3140000104904177,1.2633329629898071,1.2799999713897705,10096500,0.0,0.0,,,46.741934787788985,-0.02777131473001626,-0.033707378237361,0.005936063507344741
2010-08-25 00:00:00-04:00,1.2773330211639404,1.3320000171661377,1.237333059310913,1.3266669511795044,7549500,0.0,0.0,,,51.20298943377458,-0.022247919237789793,-0.03141548643744676,0.009167567199656966
2010-08-26 00:00:00-04:00,1.3259999752044678,1.3513330221176147,1.3066669702529907,1.3166669607162476,6507000,0.0,0.0,,,50.23201601513492,-0.018464655122854445,-0.028825320174528296,0.01036066505167385
2010-08-27 00:00:00-04:00,1.3166669607162476,1.324666976928711,1.2999999523162842,1.3133330345153809,5694000,0.0,0.0,,,49.89232283579115,-0.01555609011295589,-0.026171474162213815,0.010615384049257926
2010-08-30 00:00:00-04:00,1.3133330345153809,1.3459999561309814,1.307332992553711,1.324666976928711,10992000,0.0,0.0,,,51.10291780754617,-0.012195890324502523,-0.02337635739467156,0.011180467070169037
2010-08-31 00:00:00-04:00,1.3106670379638672,1.3193329572677612,1.2886669635772705,1.2986669540405271,3016500,0.0,0.0,,,48.22458813879142,-0.011498346557398342,-0.02100075522721692,0.009502408669818576
2010-09-01 00:00:00-04:00,1.3079999685287476,1.3793330192565918,1.3066669702529907,1.363332986831665,7423500,0.0,0.0,,,55.01165360463003,-0.00566225869319581,-0.017933055920412697,0.012270797227216888
2010-09-02 00:00:00-04:00,1.3580000400543213,1.4160000085830688,1.3539999723434448,1.4040000438690186,7306500,0.0,0.0,,,58.6799973648017,0.002218797701318165,-0.013902685196066526,0.01612148289738469
2010-09-03 00:00:00-04:00,1.391332983970642,1.4199999570846558,1.3773330450057983,1.4033329486846924,6519000,0.0,0.0,,,58.59559304111021,0.00831491352047764,-0.009459165452757693,0.01777407897323533
2010-09-07 00:00:00-04:00,1.3739999532699585,1.399999976158142,1.3666670322418213,1.369333028793335,3651000,0.0,0.0,,,54.308003365119106,0.010284071466998723,-0.00551051806880641,0.015794589535805134
2010-09-08 00:00:00-04:00,1.3773330450057983,1.3966670036315918,1.373332977294922,1.3933329582214355,4326000,0.0,0.0,1.3222399759292602,,56.71566664802363,0.013624185921164322,-0.0016835772708122638,0.015307763191976586
2010-09-09 00:00:00-04:00,1.399999976158142,1.4033329486846924,1.3793330192565918,1.380666971206665,5643000,0.0,0.0,1.317999975681305,,55.06652838410786,0.015075431205487044,0.001668224424447598,0.013407206781039446
2010-09-10 00:00:00-04:00,1.3833329677581787,1.3953330516815186,1.3173329830169678,1.3446669578552246,5799000,0.0,0.0,1.3131199741363526,,50.56602446306735,0.01316885101895271,0.003968349743348621,0.009200501275604088
2010-09-13 00:00:00-04:00,1.3926670551300049,1.3933329582214355,1.3666670322418213,1.3813329935073853,5412000,0.0,0.0,1.311466634273529,,54.632896235955975,0.014449945158234057,0.006064668826325708,0.008385276331908349
2010-09-14 00:00:00-04:00,1.369333028793335,1.440000057220459,1.3686670064926147,1.4079999923706057,9820500,0.0,0.0,1.3140266346931457,,57.37921684590939,0.017416261613617756,0.008334987383784118,0.009081274229833639
2010-09-15 00:00:00-04:00,1.3986669778823853,1.4666670560836792,1.3860000371932983,1.4653329849243164,10269000,0.0,0.0,1.3218532943725585,,62.618607789157736,0.024115394862278317,0.011491068879482959,0.012624325982795358
2010-09-16 00:00:00-04:00,1.476667046546936,1.5440000295639038,1.3893330097198486,1.3960000276565552,40267500,0.0,0.0,1.3287066340446472,,53.97711374501515,0.02355835002021367,0.013904525107629101,0.009653824912584569
2010-09-17 00:00:00-04:00,1.401332974433899,1.4213329553604126,1.3200000524520874,1.348667025566101,17977500,0.0,0.0,1.3323999738693237,,49.005064705386346,0.019077595632232658,0.014939139212549813,0.0041384564196828445
2010-09-20 00:00:00-04:00,1.378000020980835,1.4233330488204956,1.343999981880188,1.4040000438690186,14212500,0.0,0.0,1.3372799754142761,,54.30422204210211,0.019763654530403407,0.015904042276120533,0.0038596122542828744
2010-09-21 00:00:00-04:00,1.3926670551300049,1.4366669654846191,1.378000020980835,1.3846670389175415,11940000,0.0,0.0,1.3422399759292603,,52.26081161974425,0.01853370421767986,0.016429974664432398,0.0021037295532474604
2010-09-22 00:00:00-04:00,1.391332983970642,1.3966670036315918,1.3200000524520874,1.324666976928711,14443500,0.0,0.0,1.3445466566085815,,46.422496642207925,0.012572527897004804,0.01565848531094688,-0.0030859574139420753
2010-09-23 00:00:00-04:00,1.3259999752044678,1.3426669836044312,1.2999999523162842,1.3040000200271606,10021500,0.0,0.0,1.3441733169555663,,44.57529169388932,0.006110167802938937,0.013748821809345292,-0.0076386540064063545
2010-09-24 00:00:00-04:00,1.3300000429153442,1.3459999561309814,1.309999942779541,1.340000033378601,8683500,0.0,0.0,1.344453318119049,,48.42507270179883,0.0038492295600911497,0.011768903359494464,-0.007919673799403315
2010-09-27 00:00:00-04:00,1.3600000143051147,1.3873330354690552,1.3366669416427612,1.3686670064926147,6279000,0.0,0.0,1.3443066573143005,,51.324466404162145,0.004320797401028198,0.010279282167801211,-0.005958484766773013
2010-09-28 00:00:00-04:00,1.4026670455932615,1.4326670169830322,1.383999943733215,1.4266669750213623,18217500,0.0,0.0,1.3436266565322876,,56.63609339803736,0.009267797644499698,0.010076985263140908,-0.0008091876186412106
2010-09-29 00:00:00-04:00,1.4126670360565186,1.4686670303344729,1.408666968345642,1.4653329849243164,29539500,0.0,0.0,1.3458666563034059,,59.78655648369643,0.016122504634982437,0.011286089137509215,0.0048364154974732225
2010-09-30 00:00:00-04:00,1.4666670560836792,1.476667046546936,1.3459999561309814,1.3606669902801514,32937000,0.0,0.0,1.3461199951171876,,49.33736125406646,0.012959845244116863,0.011620840358830745,0.0013390048852861183
2010-10-01 00:00:00-04:00,1.3793330192565918,1.3833329677581787,1.3539999723434448,1.373332977294922,8965500,0.0,0.0,1.3455866551399231,,50.46560842501074,0.011344679782433253,0.011565608243551247,-0.0002209284611179932
2010-10-04 00:00:00-04:00,1.3619999885559082,1.4113329648971558,1.3533329963684082,1.3993330001831057,9654000,0.0,0.0,1.3451866555213927,,52.78979867382789,0.01202402855672502,0.011657292306186002,0.0003667362505390178
2010-10-05 00:00:00-04:00,1.409999966621399,1.418666958808899,1.4006669521331787,1.4079999923706057,4980000,0.0,0.0,1.3454133152961731,,53.571832861370154,0.013110639895623555,0.011947961824073513,0.0011626780715500423
2010-10-06 00:00:00-04:00,1.4040000438690186,1.4173330068588257,1.3546669483184814,1.3639999628067017,4701000,0.0,0.0,1.3452933144569397,,49.12301948980318,0.010302590695695502,0.01161888759839791,-0.0013162969027024091
2010-10-07 00:00:00-04:00,1.3713330030441284,1.3760000467300415,1.3559999465942385,1.3619999885559082,2115000,0.0,0.0,1.3449066543579102,,48.924141366135714,0.0078256016022904,0.01086023039917641,-0.0030346287968860096
2010-10-08 00:00:00-04:00,1.3619999885559082,1.3860000371932983,1.359333038330078,1.3619999885559082,4017000,0.0,0.0,1.345013313293457,,48.924141366135714,0.0057957599866333975,0.009847336316667808,-0.004051576330034411
2010-10-11 00:00:00-04:00,1.3626669645309448,1.3799999952316284,1.3380000591278076,1.3493330478668213,2568000,0.0,0.0,1.3454133152961731,,47.51122995465387,0.0031289114865007406,0.008503651350634396,-0.005374739864133655
2010-10-12 00:00:00-04:00,1.3466670513153076,1.3519999980926514,1.335332989692688,1.3493330478668213,3660000,0.0,0.0,1.3445066356658935,,47.51122995465387,0.0010038431574908024,0.007003689712005677,-0.005999846554514875
2010-10-13 00:00:00-04:00,1.3760000467300415,1.3899999856948853,1.3573329448699951,1.369333028793335,4773000,0.0,0.0,1.3426266360282897,,50.14759212454637,0.0009229038493274722,0.005787532539470036,-0.004864628690142564
2010-10-14 00:00:00-04:00,1.399999976158142,1.4019999504089355,1.3600000143051147,1.3833329677581787,4422000,0.0,0.0,1.3419466352462768,,51.966312157613636,0.001965776686573495,0.0050231813688907286,-0.0030574046823172336
2010-10-15 00:00:00-04:00,1.3926670551300049,1.3933329582214355,1.350000023841858,1.369333028793335,4270500,0.0,0.0,1.3420666360855102,,50.00182040367077,0.0016436360383704773,0.004347272302786679,-0.0027036362644162013
